instr,entry,exit,dir,entry_price,exit_price,ret,bars_held,forced
XAUUSD,2016-10-05 16:51:00+00:00,2017-01-17 09:42:00+00:00,-1,1262.629,1216.071,0.03656284828691349,103.70208333333333,False
XAUUSD,2017-03-27 01:01:00+00:00,2017-07-05 10:01:00+00:00,1,1256.428,1217.708,-0.031130931349611868,100.375,False
XAUUSD,2017-07-11 00:37:00+00:00,2017-08-09 12:00:00+00:00,-1,1212.251,1270.209,-0.04814813898095062,29.474305555555556,False
XAUUSD,2017-08-18 07:00:00+00:00,2017-10-06 00:00:00+00:00,1,1293.661,1269.051,-0.01932974253030284,48.708333333333336,False
XAUUSD,2017-12-05 14:44:00+00:00,2017-12-28 14:30:00+00:00,-1,1267.091,1294.458,-0.021917434096540494,22.990277777777777,False
XAUUSD,2018-01-12 00:00:00+00:00,2018-03-01 10:02:00+00:00,1,1322.748,1310.332,-0.009687455591603,48.418055555555554,False
XAUUSD,2018-03-27 06:42:00+00:00,2018-05-01 08:04:00+00:00,1,1356.112,1309.998,-0.034294469119199755,35.05694444444445,False
XAUUSD,2018-05-01 08:05:00+00:00,2018-10-11 14:22:00+00:00,-1,1309.998,1210.981,0.07529176254659112,163.26180555555555,False
XAUUSD,2018-12-04 02:00:00+00:00,2019-04-02 04:44:00+00:00,1,1235.229,1285.918,0.04070569818257441,119.1138888888889,False
XAUUSD,2019-04-23 12:40:00+00:00,2019-06-02 22:34:00+00:00,-1,1269.065,1308.018,-0.03101433170589469,40.4125,False
XAUUSD,2019-06-05 12:24:00+00:00,2019-11-07 15:40:00+00:00,1,1340.555,1473.555,0.09889950065448194,155.13611111111112,False
XAUUSD,2019-11-29 13:07:00+00:00,2019-12-27 16:27:00+00:00,-1,1453.875,1513.998,-0.041634478133007816,28.13888888888889,False
XAUUSD,2020-01-03 01:42:00+00:00,2020-03-13 02:01:00+00:00,1,1531.628,1552.185,0.013158788062367366,70.01319444444445,False
XAUUSD,2020-03-16 13:00:00+00:00,2020-04-13 15:03:00+00:00,-1,1453.875,1700.078,-0.16964108208506032,28.085416666666667,False
XAUUSD,2020-04-13 15:04:00+00:00,2020-09-21 14:21:00+00:00,1,1700.078,1901.098,0.11799246946675779,160.9701388888889,False
XAUUSD,2020-11-19 13:37:00+00:00,2021-01-06 10:07:00+00:00,-1,1854.818,1958.475,-0.05610697189394259,47.854166666666664,False
XAUUSD,2021-02-17 13:25:00+00:00,2021-05-03 14:00:00+00:00,-1,1778.725,1793.468,-0.00851435880856342,75.02430555555556,False
XAUUSD,2021-05-18 01:00:00+00:00,2021-06-17 15:31:00+00:00,1,1869.815,1768.428,-0.05443111418892366,30.604861111111113,False
XAUUSD,2021-08-08 22:51:00+00:00,2021-09-03 14:41:00+00:00,-1,1736.538,1830.138,-0.05413692495355167,25.65972222222222,False
XAUUSD,2021-11-09 14:00:00+00:00,2021-12-15 18:29:00+00:00,1,1830.138,1763.884,-0.036416224762857996,36.18680555555556,False
XAUUSD,2022-02-14 14:33:00+00:00,2022-04-27 02:55:00+00:00,1,1866.378,1899.258,0.017400826539260672,71.51527777777778,False
XAUUSD,2022-05-16 07:53:00+00:00,2022-11-10 13:30:00+00:00,-1,1789.408,1725.424,0.03553751156936468,178.23402777777778,False
XAUUSD,2022-12-01 14:51:00+00:00,2023-02-27 00:02:00+00:00,1,1801.778,1810.665,0.004709824426269327,87.38263888888889,False
XAUUSD,2023-03-17 14:00:00+00:00,2023-05-23 07:16:00+00:00,1,1952.985,1956.995,0.0018482632213538963,66.71944444444445,False
XAUUSD,2023-08-14 12:17:00+00:00,2023-10-18 09:34:00+00:00,-1,1908.625,1944.145,-0.01882180331949124,64.88680555555555,False
XAUUSD,2023-10-19 23:31:00+00:00,2024-02-13 13:47:00+00:00,1,1977.695,2009.465,0.01586029592066307,116.59444444444445,False
XAUUSD,2024-03-04 16:34:00+00:00,2024-06-07 19:49:00+00:00,1,2117.915,2291.265,0.08165279033480255,95.13541666666667,False
XAUUSD,2024-07-15 14:51:00+00:00,2024-11-14 02:37:00+00:00,1,2426.105,2559.175,0.054679852697826714,121.49027777777778,False
XAUUSD,2025-01-24 15:25:00+00:00,2026-03-19 08:14:00+00:00,1,2785.258,4703.275,0.688438669690945,418.7006944444444,False
XAUUSD,2026-03-23 06:47:00+00:00,2026-06-10 07:18:00+00:00,-1,4163.025,4198.855,-0.008703224372871684,79.02152777777778,True
